FaultName,FaultID,State,SiteName,CPDId,SliprateId,Longitude,Latitude,DistToCFMFault,CFM6ObjectName,DataType,Observation,PrefRate,LowRate,HighRate,RateUncr,RateType,ReptReint,OffsetType,AgeType,NumEvents,RateAge,QbinMin,QbinMax,Reference
63,Coyote Canyon,57,CA,approx centroid,S-0063,SR-0038,-116.602562019000,35.314552626300,0.15,MJVA-CRSF-TFMT-Coyote_Canyon_fault-CFM5,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
64,Coyote Lake,58,CA,approx centroid,S-0064,SR-0039,-116.691640348000,35.150161383800,0.63,MJVA-CRSF-CYTL-Coyote_Lake_fault-CFM5,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
65,Crafton Hills,316,CA,approx centroid,S-0065,SR-1190,-117.094163766338,34.018731790138,0.23,SAFS-SGPR-CHFZ-Chicken_Hill_fault-CFM5,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
66,Cucamonga,59,CA,Day Canyon,S-0066,SR-0041,-117.533663985000,34.169213569300,0.41,WTRA-SMFZ-CCMG-Cucamonga_fault-CFM5,slip rate study,numerous scarp profiles in intensive uncertainty analysis,1.2,1,1.4,1 standard deviation reported; error in reported rate is with assumed fault dip of 33 deg),projected (dip-slip),reported,surface offsets,CRN reinterpreted from Lindvall and Rubin (2006),unknown,38 +/- 2,1,5,McPhillips and Scharer (2018) JGR
67,Cucamonga,59,CA,Day Canyon,S-0067,SR-0042,-117.531938154000,34.169091443200,0.42,WTRA-SMFZ-CCMG-Cucamonga_fault-CFM5,slip rate study,Revise scarp profiling and cosmo dates for the Day Canyon fan site of Morton and Matti (1987). Lindvall and Rubin (2007) report a significantly lower slip rate than Morton and Matti (1987) based on new dating. They also report a rate of 1.9+/- 0.5 mm,1.1,1,1.2,unknown,vertical,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),offset fan surface,10Be,unlisted,11-130,1,5,Lindvall and Rubin (2007)
68,Cuyama (south),60,CA,approx centroid,S-0068,SR-0043,-119.992388868000,35.023239387700,0.04,CRFA-SCMZ-SCYM-South_Cuyama_fault-CFM3,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
69,Davis Creek,61,CA,approx centroid,S-0069,SR-0044,-120.351382339000,41.752699752500,530.8,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
70,Death Valley (Black Mountains),62,CA,Willow Creek,S-0070,SR-0045,-116.736354282000,36.076242096800,0.81,BNRA-BMFZ-MULT-Black_Mountain_fault-CFM3,slip rate study,Vertical slip rate reported by Klinger and Piety (2001). Age control based on soil development.,,1,3,unknown,unprojected (vertical),reported (only range listed/no pref value from reported column of Appendix B; low and high shown here using uncertainty reported in Appendix B slip rate),offset fan,soil development,unlisted,1-11,1,5,Klinger and Piety (2001)
71,Death Valley (Black Mountains),62,CA,Mormon Point Canyon,S-0071,SR-0046,-116.757118463000,36.061053299700,0.26,BNRA-BMFZ-MULT-Black_Mountain_fault-CFM3,slip rate study,4.3 +/- 0.6 m of vertical offset across alluvial fan dated at 7.0 +/- 1.1 ka yields slip rate of 0.6 +/- 0.1 mm/yr with 30 deg favored dip brings 1.0 +/- 0.2 mm/yr horizontal slip rate,1,0.8,1.2,unknown,projected (right-lateral),reported,alluvial fan,luminesence,unknown,7.0 +/- 1.1,1,5,"Frankel et al., (2016) Lithosphere"
72,Death Valley (Black Mountains),62,CA,Badwater,S-0072,SR-0047,-116.769494505000,36.227197684300,0.78,BNRA-BMFZ-MULT-Black_Mountain_fault-CFM3,slip rate study,6.4 +/- 0.6 m of verical offset of fan surface dated at 4.5 +/- 1.2 ka yields vertical slip rate of 1.4 +0.5/-0.3 mm/yr; pref horizontal slip rate from 60 deg dip,0.8,0.6,1.1,unknown,projected (right-lateral),reported (see table 4),alluvial fan,luminesence,unknown,4.5 +/- 0.6,1,5,Frankel et al (2016) Lithosphere
73,Death Valley (Fish Lake Valley),63,CA,Furnace Creek Fan,S-0073,SR-0050,-118.010939076000,37.567448627900,43.68,N/A,slip rate study,"Rate based on cosmogenic dating. Rate is within reported range of 1.5 - 9.3 mm/yr reported by Reheis and Sawyer 1997, based on soil development. Reported as a minimum.",3.1,2.7,3.5,unknown,horizontal,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),offset fan,10Be,unlisted,11-130,1,5,Frankel and others (2007b); Ganev and others (2010)
74,Death Valley (Fish Lake Valley),63,CA,Furnace Creek Fan,S-0074,SR-0051,-118.010939076000,37.567448627900,43.68,N/A,slip rate study,"Vertical component, reported by Ganev and others (2010). Reported extension rate 0.1+/- 0.1mm/yr.",0.1,0.09,0.11,unknown,extension,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),offset fan,10Be,unlisted,11-130,1,5,Ganev and others (2010)
75,Death Valley (north),64,CA,Red Wall Canyon,S-0075,SR-0053,-117.260595468000,36.879818601100,0.88,BNRA-NDVZ-MULT-Northern_Death_Valley_fault-CFM2,slip rate study,"Site supersedes previous rate reported by Klinger and Piety of 5 - 12 mm/yr, due to new radiometric dates reported by Frankel, and better LiDAR-based offset measurements.",4.5,3.1,6.1,unknown,horizontal,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),offset fan,cosmo,unlisted,11-130,1,5,Frankel and others (2007a)
76,Death Valley (south),65,CA,approx centroid,S-0076,SR-0054,-116.538285211000,35.750430750000,2.51,BNRA-SDVZ-MULT-Southern_Death_Valley_fault-CFM6,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
77,Deep Springs,66,CA,Deep Springs College,S-0077,SR-0055,-117.967622545000,37.373065224400,29.12,N/A,slip rate study,Vertical offset based on reconstruction of cross section taken across fault at Deep Springs College. Reported extension rate of 0.7 mm/yr.,0.9,0.2,1,unknown,vertical,reported (only preferred value listed in Appendix B no uncertainty included),stratigraphic marker,correlation to Bishop tuff,unlisted,130-750,0.2,1,Lee and others (2001)
78,Del Valle,67,CA,approx centroid,S-0078,SR-1241,-118.703880243354,34.428420279772,0.07,WTRA-SCFZ-SCLV-Del_Valle_fault-CFM2,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
79,Dog Valley,68,CA,approx centroid,S-0079,SR-0058,-120.103861805000,39.479584953900,293.41,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
80,Dry Mountain,69,CA,approx centroid,S-0080,SR-0059,-117.654176169000,36.900223155000,24.53,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
81,Earthquake Valley (center),70,CA,approx centroid,S-0081,SR-0060,-116.505906649000,33.118410556900,0.06,PNRA-ATEV-MULT-Agua_Tibia_Earthquake_Valley_fault_main-CFM4,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,QFFD
82,Earthquake Valley (north),71,CA,approx centroid,S-0082,SR-1226,-116.718252830986,33.278359718897,0.51,PNRA-ATEV-MULT-Agua_Tibia_Earthquake_Valley_fault_east-CFM4,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,QFFD
83,Earthquake Valley (south),72,CA,approx centroid,S-0083,SR-1243,-116.367481764106,33.053298170778,0.21,PNRA-ATEV-MULT-Agua_Tibia_Earthquake_Valley_fault_main-CFM4,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
84,East Huasna,73,CA,approx centroid,S-0084,SR-0061,-120.254559972000,35.042874118200,0.02,CRFA-REHZ-EHSN-East_Huasna_fault-CFM4,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
85,Eaton Roughs,74,CA,approx centroid,S-0085,SR-1151,-123.566229154084,40.383836692421,497.72,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
86,Elmore Ranch,75,CA,approx centroid,S-0086,SR-0062,-115.765113147133,33.120789883406,1.05,SALT-CRSF-IMPV-Elmore_Ranch_fault-CFM1,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,QFFD
87,Elsinore (Coyote Mountains),840,CA,Coyote Mountains (general),S-0087,SR-0394,-116.046004855000,32.794239533400,0.46,PNRA-ELSZ-CYMT-Elsinore_fault-CFM4,slip rate study,offset alluvial fans at 130 +30/-40 m in Q6jk surface dated at 64.2 +/- 1.5 ka,2.03,1.37,2.55,unknown (age uncertainty = 95%CI),projected (vertical),reported,alluvial fans,U series,unknown,64.2 +/- 1.5,1,5,"Rockwell et al., (2017) Geomorphology"
88,Elsinore (Coyote Mountains),840,CA,Alverson Canyon,S-0088,SR-0395,-116.022435142000,32.785263008400,0.25,PNRA-ELSZ-CYMT-Elsinore_fault-CFM4,slip rate study,"Preferred slip rate based on weighted mean of two individual slip rates (1.8+/- 0.7 mm/yr, past 46.1+/- 5.3 ka; 1.5+/- 0.5 mm/yr, past 39.1+/- 5.3 ky). Fletcher and others. (2011) notes slip rates increase rapidly to north along same section.",1.5,1,1.5,unknown,horizontal,reported (select younger of two time intervals (39.1 +/- 5.3 ka to present) given the relative constancy of slip rates yet capturing more recent yet long term record of faulting,offset fan,Th/U,unlisted,11-130,1,5,Fletcher and others (2011)
89,Elsinore (Glen Ivy),844,CA,Wild Rose Ranch,S-0089,SR-0409,-117.492697998000,33.768640539300,0.23,PNRA-ELSZ-GLIV-Glen_Ivy_North_fault-CFM4,slip rate study,Q3 surface,,1,17,unknown,horizontal,reported (author reported rate as recorded in Appendix B; reported as '<17 mm/yr' so 17 mm/yr is the 'HighRate' cell here),offset fan,soil development,unlisted,?,1,5,Millman and Rockwell (1986)
90,Elsinore (Glen Ivy),844,CA,Wild Rose Ranch,S-0090,SR-0410,-117.492697998000,33.768640539300,0.23,PNRA-ELSZ-GLIV-Glen_Ivy_North_fault-CFM4,slip rate study,Q8 surface,,3,5.9,unknown,horizontal,reported (only range listed/no pref value from reported column of Appendix B; low and high shown here using uncertainty reported in Appendix B slip rate),offset fan,soil development,unlisted,130-750,1,5,Millman and Rockwell (1986)
91,Elsinore (Glen Ivy),844,CA,Wild Rose Ranch,S-0091,SR-0411,-117.492697998000,33.768640539300,0.23,PNRA-ELSZ-GLIV-Glen_Ivy_North_fault-CFM4,slip rate study,Q6 surface,,4.8,7.2,unknown,horizontal,reported (only range listed/no pref value from reported column of Appendix B; low and high shown here using uncertainty reported in Appendix B slip rate),offset fan,soil development,unlisted,11-130,1,5,Millman and Rockwell (1986)
92,Elsinore (Glen Ivy),844,CA,Wild Rose Ranch,S-0092,SR-0412,-117.492697998000,33.768640539300,0.23,PNRA-ELSZ-GLIV-Glen_Ivy_North_fault-CFM4,slip rate study,Synthesis of rates over different Late Pleistocene time intervals. See individual rates below.,,5.3,5.9,unknown,horizontal,reported (only range listed/no pref value from reported column of Appendix B; low and high shown here using uncertainty reported in Appendix B slip rate),offset fan,soil development,unlisted,11-130,1,5,Millman and Rockwell (1986)
93,Elsinore (Glen Ivy),844,CA,Wild Rose Ranch,S-0093,SR-0413,-117.492697998000,33.768640539300,0.23,PNRA-ELSZ-GLIV-Glen_Ivy_North_fault-CFM4,slip rate study,Q7 surface,,5.3,7.1,unknown,horizontal,reported (only range listed/no pref value from reported column of Appendix B; low and high shown here using uncertainty reported in Appendix B slip rate),offset fan,soil development,unlisted,11-130,1,5,Millman and Rockwell (1986)
94,Elsinore (Julian),841,CA,Pauma Valley Shutter Ridge,S-0094,SR-0396,-116.973115310000,33.335347065100,0.41,PNRA-ELSZ-JULN-Elsinore_fault_Wildomar_link-CFM4,slip rate study,Near north end of fault section.,4.6,2.4,6.8,unknown,horizontal,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),drainage,soil development,unlisted,11-130,1,5,Vaughan and Rockwell (1986)
95,Elsinore (stepover),843,CA,approx centroid,S-0095,SR-0408,-117.326825329000,33.648418414200,1.1,PNRA-ELSZ-GLIV-Glen_Ivy_North_fault-CFM4,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,5,35,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,5,35,QFFD
96,Elsinore (Temecula),842,CA,Strath terrace (Q6 - Q7),S-0096,SR-0397,-117.014517733000,33.367525366300,0.41,PNRA-ELSZ-JULN-Elsinore_fault_Wildomar_link-CFM4,slip rate study,Site coordinates approximate.,3.65,2.95,4.35,unknown,horizontal,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),terrace,unlisted,unlisted,130-750,1,5,Vaughan and Rockwell (1986)
97,Elsinore (Temecula),842,CA,Shoup beheaded (Q7),S-0097,SR-0398,-117.033935035000,33.395661180000,0.17,PNRA-ELSZ-TMCL-Wildomar_fault-CFM4,slip rate study,Site coordinates approximate.,2.5,1.4,2.6,unknown,horizontal,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),channel,unlisted,unlisted,130-750,1,5,Vaughan and Rockwell (1986)
