X,Y,SlipRateID,FaultID,FaultName,State,SiteName,DataType,Observn,PrefRate,LowRate,HighRate,RateUnct,RateType,ReptReint,OffType,AgeType,NumEvents,RateAge,QbinMin,QbinMax,x2014dip,x2014rake,x2014rate,Reference,AppB
-118.18104751,34.0642607374,SR-0066,77,Elysian Park (upper),CA,per Oskin,slip rate study,"Oskin and others (2000) calculate slip rates for 45 - 60 degree dip.   Offset is contraction (shortening) on Qyl surface.  U-TH date is 72 ± 2 ka, soil estimate is 50-80 ka.  Bullard and Lettis (1993) previously document lower 0.1 - 0.25 mm/yr Quatern",,0.2,1,unknown,projected (dip-slip),reported (only range listed/no pref value from reported column of Appendix B; low and high shown here using uncertainty reported in Appendix B slip rate),geomorphic surface,"U-TH, soil development",unlisted,11-130,0.2,1,50,90,1.9,Oskin and others (2000),yes
-116.355102169,34.0441480965,SR-0067,79,Eureka Peak,CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,90,180,0.6,QFFD,no
-124.115013453,40.9377038501,SR-0069,157,Mad River,CA,per McCrory (2000),slip rate study,,0.4,0.2,1,unknown,unprojected (vertical),reported (only preferred value listed in Appendix B no uncertainty included),marine terrace,correlation,unlisted,11-130,1,5,35,90,0.6,"McCrory (1996, 2000)",yes
-124.065367586,40.8740882714,SR-0070,80,Fickle Hill,CA,per McCrory,slip rate study,"McCrory (1996, 2000) reinterprets the marine terrace age assignments of Kelsey and Carver (1988) and Carver and others (1986) and assigns the lowest terrace and age of 125 ka, rather than 83 ka.  The reported slip rate is based on a fault dip of 25 degre",0.7,0.2,1,unknown,projected (dip-slip),reported (only preferred value listed in Appendix B no uncertainty included),marine terrace,correlation,unlisted,11-130,0.2,1,35,90,0.6,McCrory (1996); McCrory (2000),yes
-124.03064665,40.8663945965,SR-0071,157,Mad River,CA,per McCrory (2000),slip rate study,,0.3,0.2,1,unknown,unprojected (vertical),reported (only preferred value listed in Appendix B no uncertainty included),stratigraphic marker,correlation,unlisted,750-2600,1,5,35,90,0.6,"McCrory (1996, 2000)",yes
-124.006255411,40.8058295052,SR-0072,80,Fickle Hill,CA,per McCrory,slip rate study,"McCrory (1996, 2000) recalculates the rate reported by Kelsey and Carver (1988).  The reported slip rate is based on a fault dip of 25 degrees.",1,0.8,1.2,unknown,projected (dip-slip),reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),stratigraphic marker,correlation,unlisted,750-2600,0.2,1,35,90,0.6,McCrory (1996); McCrory (2000),yes
-118.396429655,37.4888928771,SR-0073,81,Fish Slough,CA,per Bryant,slip rate study,"Bryant (1984) describes estimates of total displacement based on geomorphology, a consulting report, and a cross section by Bateman (1965).",0.2,0.2,1,unknown,net (vertical + right-lateral),reported (only preferred value listed in Appendix B no uncertainty included),Bishop tuff,correlation,unlisted,130-750,0.2,1,60,90,0.2,Bryant (1984); Bateman (1965),yes
-120.44198068,41.4475647528,SR-0074,82,Fitzhugh Creek,CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,50,90,0.01,QFFD,no
-117.49686522,34.0656266825,SR-0075,83,Fontana (seismicity),CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,80,0,0.39,QFFD,no
-123.924669399,40.1376537914,SR-0076,85,Garberville - Briceland,CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,90,180,2.6,QFFD,no
-116.630390637,35.2213687474,SR-0077,86,Garlic Springs,CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,90,180,0.01,QFFD,no
-121.565308326,41.7502716596,SR-0078,87,Gillem - Big Crack,CA,per Bryant (1990),slip rate study,"Slip rate may be related to volcanism, and appears to die during waning stages of volcanism. Holocene basalt flow not offset.",,0.15,0.38,unknown,unprojected (vertical),reported (only range listed/no pref value from reported column of Appendix B; low and high shown here using uncertainty reported in Appendix B slip rate),offset outwash surface,correlation,unlisted,11-130,0.2,1,60,90,0.4,Bryant (1990b),yes
-116.83129349,35.3582826654,SR-0079,88,Goldstone Lake,CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,90,180,0.01,QFFD,no
-117.182199857,35.065526948,SR-0080,89,Gravel Hills - Harper Lake,CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,90,180,0.7,QFFD,no
-122.290228065,39.4821243645,SR-0081,90,Great Valley 1,CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,15,90,0.1,QFFD,no
-120.701757383,36.7137293921,SR-0082,91,Great Valley 10 (Panoche),CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,15,90,0.1,QFFD,no
-120.550247433,36.5680336174,SR-0083,92,Great Valley 11,CA,Great Valley 11,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,15,90,1.3,QFFD,no
-120.393675453,36.4096340741,SR-0084,93,Great Valley 12,CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,15,90,0.6,QFFD,no
-120.236114001,36.2521554979,SR-0085,94,Great Valley 13 (Coalinga),CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,15,90,1.3,QFFD,no
-120.029972415,36.0691822255,SR-0086,95,Great Valley 14 (Kettleman Hills),CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,22,90,1.3,QFFD,no
-122.286523004,39.1874390853,SR-0087,96,Great Valley 2,CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,15,90,1.5,QFFD,no
-122.163007316,38.9034786481,SR-0088,97,Great Valley 3 (Mysterious Ridge),CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,20,90,1.5,QFFD,no
-121.933127285,38.7365593497,SR-0089,98,Great Valley 3a (Dunnigan Hills),CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,20,90,7.6,QFFD,no
-122.045514131,38.6098140586,SR-0090,99,Great Valley 4a (Trout Creek),CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,20,90,0.4,QFFD,no
-122.010309193,38.4046286783,SR-0091,100,Great Valley 4b (Gordon Valley),CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,20,90,0.9,QFFD,no
-121.904214498,38.1580935875,SR-0092,101,Great Valley 5 (Pittsburg - Kirby Hills),CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,55,180,0.5,QFFD,no
-121.630315482,38.0630995345,SR-0093,103,Great Valley 6 (Midland),CA,near Webb Tract,slip rate study,Slip rate based on offset of base of Holocene peat.,0.4,0.2,0.6,unknown,unprojected (vertical),reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),base of peat,C14,unlisted,1-11,0.2,1,47,90,1,Unruh and Hitchcock (2009),no
-121.630315482,38.0630995345,SR-0094,103,Great Valley 6 (Midland),CA,near Webb Tract,slip rate study,Full range accounts for dating and offset uncertainties.  Range of 0.2 - 0.8 only accounts for uncertainties in age assignment.,,0.1,1.2,unknown,unprojected (vertical),reported (only range listed/no pref value from reported column of Appendix B; low and high shown here using uncertainty reported in Appendix B slip rate),top of eolian deposits,correlation,unlisted,11-130,0.2,1,47,90,1,Unruh and Hitchcock (2009),no
-121.287395652,37.5050708702,SR-0095,105,Great Valley 7 (Orestimba),CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,20,90,1,QFFD,no
-121.042142003,37.1686722145,SR-0096,106,Great Valley 8 (Quinto),CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,25,90,1,QFFD,no
-120.86756603,36.9557807978,SR-0097,107,Great Valley 9 (Laguna Seca),CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,25,90,1,QFFD,no
-122.159681806,38.2286195847,SR-0098,108,Green Valley,CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,84,180,4,QFFD,no
-121.722558649,37.7342367535,SR-0099,110,Greenville (north),CA,per Berger and others (2010),slip rate study,"Minimum rate from Berger and others (2010).  Full rate probably not more than max rate reported by Sawyer and Unruh (2002) of 4.1  +,- 0.8.  Sawyer and Unruh (2012) report a best estimate rate of 1.9 +/- 0.3 mm/yr at the same site, but note this does not",,2,4.9,unknown,horizontal,reported (see Sawyer and Unruh value in comments),offset channel,OSL,?,1-11,1,5,84,180,3,Berger and others (2010); Sawyer and Unruh (2012),yes
-121.501555658,37.3817173838,SR-0100,109,Greenville (south),CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,87,180,3,QFFD,no
